Nome	Categoria	Programa	Posicao	Tipo
ANA LUCIA NOGUEIRA DE PAIVA BRITTO	Docente	31001017142P7	1	ARTIGO EM PERIÓDICO
ANA LUCIA NOGUEIRA DE PAIVA BRITTO	Docente	31001017142P7	1	ARTIGO EM PERIÓDICO
VICTOR ANDRADE CARNEIRO DA SILVA	Docente	31001017142P7	1	ARTIGO EM PERIÓDICO
LUCIA MARIA SÁ ANTUNES COSTA	Docente	31001017142P7	1	ARTIGO EM PERIÓDICO
DENISE BARCELLOS PINHEIRO MACHADO	Participante Externo	31001017142P7	2	ARTIGO EM PERIÓDICO
VERA REGINA TANGARI	Docente	31001017142P7	1	ARTIGO EM PERIÓDICO
ANA PAULA DA ROCHA MENEZES	Discente - Mestrado Profissional	31001017142P7	2	ARTIGO EM PERIÓDICO
VICTOR ANDRADE CARNEIRO DA SILVA	Docente	31001017142P7	1	ARTIGO EM PERIÓDICO
ADRIANA SANSAO FONTES	Docente	31001017142P7	1	ARTIGO EM PERIÓDICO
FERNANDO MAURICIO ESPOSITO GALARCE	Participante Externo	31001017142P7	2	ARTIGO EM PERIÓDICO
VICTOR FERNANDES MOTTA	Discente - Bacharelado	31001017142P7	3	ARTIGO EM PERIÓDICO
LETICIA MARTINS DO VALLE	Discente - Bacharelado	31001017142P7	4	ARTIGO EM PERIÓDICO
THAIS DA SILVA FARIA	Discente - Bacharelado	31001017142P7	5	ARTIGO EM PERIÓDICO
VICTOR ANDRADE CARNEIRO DA SILVA	Docente	31001017142P7	1	ARTIGO EM PERIÓDICO
ADRIANA SANSAO FONTES	Docente	31001017142P7	1	ARTIGO EM PERIÓDICO
ANA LUCIA NOGUEIRA DE PAIVA BRITTO	Docente	31001017142P7	1	ARTIGO EM PERIÓDICO
CARLOS ALBERTO CENCI JUNIOR	Discente - Mestrado	33003017095P7	1	ARTIGO EM PERIÓDICO
NUBIA BERNARDI	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
DORIS CATHARINE CORNELIE KNATZ KOWALTOWSKI	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
ELISA ATÁLIA DANIEL MUIANGA	Sem Categoria	33003017095P7	2	ARTIGO EM PERIÓDICO
ARIOVALDO DENIS GRANJA	Docente	33003017095P7	3	ARTIGO EM PERIÓDICO
DANIEL DE CARVALHO MOREIRA	Docente	33003017095P7	4	ARTIGO EM PERIÓDICO
SIDNEY PIOCHI BERNARDINI	Docente	33003017095P7	5	ARTIGO EM PERIÓDICO
MARIANA RIOS CASTRO	Sem Categoria	33003017095P7	6	ARTIGO EM PERIÓDICO
PRISCILA REGINA SATO	Discente - Mestrado	33003017095P7	1	ARTIGO EM PERIÓDICO
SIDNEY PIOCHI BERNARDINI	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
PONTES, THIAGO	Sem Categoria	33003017095P7	1	ARTIGO EM PERIÓDICO
MIRANDA, GUILHERMINA	Sem Categoria	33003017095P7	2	ARTIGO EM PERIÓDICO
MARIA GABRIELA CAFFARENA CELANI	Docente	33003017095P7	3	ARTIGO EM PERIÓDICO
PAULA ROBERTA PIZARRO	Sem Categoria	33003017095P7	1	ARTIGO EM PERIÓDICO
DORIS CATHARINE CORNELIE KNATZ KOWALTOWSKI	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
MARCELLA SAVIOLI DELIBERADOR	Sem Categoria	33003017095P7	3	ARTIGO EM PERIÓDICO
RAFAEL AUGUSTO URANO DE CARVALHO FRAJNDLICH	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
FLAVIO ANTONIO DUGO BRAGAIA	Discente - Mestrado	33003017095P7	2	ARTIGO EM PERIÓDICO
ALEXANDRE VIRGINELLI MAIORINO	Discente - Doutorado	33003017095P7	1	ARTIGO EM PERIÓDICO
STELAMARIS ROLLA	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
ANA REGINA MIZRAHY CUPERSCHMID	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
ANA LÚCIA CERÁVOLO	Sem Categoria	33003017095P7	2	ARTIGO EM PERIÓDICO
MARINA GRAF GRACHET	Sem Categoria	33003017095P7	3	ARTIGO EM PERIÓDICO
JÚLIO CÉSAR FRANCO JUNIOR	Sem Categoria	33003017095P7	4	ARTIGO EM PERIÓDICO
MARCIO MINTO FABRICIO	Participante Externo	33003017095P7	5	ARTIGO EM PERIÓDICO
RODRIGO ARGENTON FREIRE	Discente - Doutorado	33003017095P7	1	ARTIGO EM PERIÓDICO
EVANDRO ZIGGIATTI MONTEIRO	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
CLÁUDIO LIMA FERREIRA	Sem Categoria	33003017095P7	3	ARTIGO EM PERIÓDICO
KETLIN BRUNA MONTANARI	Discente - Mestrado	33003017095P7	1	ARTIGO EM PERIÓDICO
LUCILA CHEBEL LABAKI	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
ANA MARIA GIROTTI SPERANDIO	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
RAFAEL NEGRIN MOREIRA	Sem Categoria	33003017095P7	2	ARTIGO EM PERIÓDICO
FERNANDA BERNARDINO	Sem Categoria	33003017095P7	3	ARTIGO EM PERIÓDICO
MARISTELA GOMES DA SILVA	Participante Externo	33003017095P7	1	ARTIGO EM PERIÓDICO
VANESSA GOMES DA SILVA	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
MARCELLA RUSCHI MENDES SAADE	Participante Externo	33003017095P7	3	ARTIGO EM PERIÓDICO
VANESSA GOMES DA SILVA	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
NATALIA KOKUMAI NAKAMURA	Discente - Doutorado	33003017095P7	2	ARTIGO EM PERIÓDICO
MARCELLA SAVIOLI DELIBERADOR	Sem Categoria	33003017095P7	1	ARTIGO EM PERIÓDICO
DORIS CATHARINE CORNELIE KNATZ KOWALTOWSKI	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
CIBELE HADDAD TARALLI	Participante Externo	33003017095P7	3	ARTIGO EM PERIÓDICO
ANA MARIA GIROTTI SPERANDIO	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
ANDRÉ MUNHOZ DE ARGOLLO FERRÃO	Sem Categoria	33003017095P7	1	ARTIGO EM PERIÓDICO
ANA MARIA GIROTTI SPERANDIO	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
ALESSANGELA MARIA SORIANI	Sem Categoria	33003017095P7	1	ARTIGO EM PERIÓDICO
ANELIZE SGORLON PINHEIRO TORRES	Sem Categoria	33003017095P7	2	ARTIGO EM PERIÓDICO
THAÍS ROSSÍ BORSATO	Sem Categoria	33003017095P7	3	ARTIGO EM PERIÓDICO
VINICIUS CONESSA	Sem Categoria	33003017095P7	4	ARTIGO EM PERIÓDICO
ANA MARIA GIROTTI SPERANDIO	Docente	33003017095P7	5	ARTIGO EM PERIÓDICO
VANESSA GOMES DA SILVA	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
MARCELLA RUSCHI MENDES SAADE	Participante Externo	33003017095P7	2	ARTIGO EM PERIÓDICO
BRUNO W. F. LIMA	Sem Categoria	33003017095P7	3	ARTIGO EM PERIÓDICO
MARISTELA GOMES DA SILVA	Participante Externo	33003017095P7	4	ARTIGO EM PERIÓDICO
PEDRO VELOSO	Sem Categoria	33003017095P7	1	ARTIGO EM PERIÓDICO
MARIA GABRIELA CAFFARENA CELANI	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
RODRIGO SCHEEREN	Sem Categoria	33003017095P7	3	ARTIGO EM PERIÓDICO
FERNANDA BRITO BANDEIRA	Discente - Mestrado	33003017095P7	1	ARTIGO EM PERIÓDICO
PAULO SERGIO SCARAZZATO	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
MARCELLA SAVIOLI DELIBERADOR	Sem Categoria	33003017095P7	1	ARTIGO EM PERIÓDICO
DORIS CATHARINE CORNELIE KNATZ KOWALTOWSKI	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
MARCELLA RUSCHI MENDES SAADE	Participante Externo	33003017095P7	1	ARTIGO EM PERIÓDICO
VANESSA GOMES DA SILVA	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
MARISTELA GOMES DA SILVA	Participante Externo	33003017095P7	3	ARTIGO EM PERIÓDICO
CASSIA MARIA LIE UGAYA	Participante Externo	33003017095P7	4	ARTIGO EM PERIÓDICO
SÉBASTIEN LASVAUX	Sem Categoria	33003017095P7	5	ARTIGO EM PERIÓDICO
Guillaume Habert 	Participante Externo	33003017095P7	6	ARTIGO EM PERIÓDICO
Alexander Passer	Participante Externo	33003017095P7	7	ARTIGO EM PERIÓDICO
GISELA CUNHA VIANA LEONELLI	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
E. F. R. Campos	Sem Categoria	33003017095P7	2	ARTIGO EM PERIÓDICO
FELIPE TAVARES DA SILVA	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
ANA MARIA TAGLIARI FLORIO	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
RAFAEL BALDAM	Sem Categoria	33003017095P7	1	ARTIGO EM PERIÓDICO
GISELA CUNHA VIANA LEONELLI	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
SIDNEY PIOCHI BERNARDINI	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
ANGÉLICA WALSH	Sem Categoria	33003017095P7	1	ARTIGO EM PERIÓDICO
DANIEL COSTOLA	Participante Externo	33003017095P7	2	ARTIGO EM PERIÓDICO
LUCILA CHEBEL LABAKI	Docente	33003017095P7	3	ARTIGO EM PERIÓDICO
FERNANDES, LUCIANA OLIVEIRA	Sem Categoria	33003017095P7	1	ARTIGO EM PERIÓDICO
FELIPE DA SILVA DUARTE LOPES	Discente - Doutorado	33003017095P7	2	ARTIGO EM PERIÓDICO
DANIEL COSTOLA	Participante Externo	33003017095P7	3	ARTIGO EM PERIÓDICO
LUCILA CHEBEL LABAKI	Docente	33003017095P7	4	ARTIGO EM PERIÓDICO
LUCA ROSSATO	Sem Categoria	33003017095P7	1	ARTIGO EM PERIÓDICO
ANA MARIA TAGLIARI FLORIO	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
WILSON FLORIO	Participante Externo	33003017095P7	3	ARTIGO EM PERIÓDICO
Raissa Araujo Rodrigues	Sem Categoria	33003017095P7	1	ARTIGO EM PERIÓDICO
DANIEL DE CARVALHO MOREIRA	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
LETICIA DE OLIVEIRA NEVES	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
SIDNEY PIOCHI BERNARDINI	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
REGINA COELI RUSCHEL	Docente	33003017095P7	3	ARTIGO EM PERIÓDICO
DANIEL DE CARVALHO MOREIRA	Docente	33003017095P7	4	ARTIGO EM PERIÓDICO
FERNANDA BRITO BANDEIRA	Discente - Mestrado	33003017095P7	1	ARTIGO EM PERIÓDICO
PAULO SERGIO SCARAZZATO	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
LETICIA DE OLIVEIRA NEVES	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
FERNANDO MARQUES DA SILVA	Sem Categoria	33003017095P7	2	ARTIGO EM PERIÓDICO
FERNANDA ALMEIDA MACHADO	Discente - Mestrado	33003017095P7	1	ARTIGO EM PERIÓDICO
REGINA COELI RUSCHEL	Docente	33003017095P7	2	ARTIGO EM PERIÓDICO
EVANDRO ZIGGIATTI MONTEIRO	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
DANIEL TEIXEIRA TURCZYN	Discente - Doutorado	33003017095P7	2	ARTIGO EM PERIÓDICO
CARNEIRO, CELSO DAL RÉ	Sem Categoria	33003017095P7	1	ARTIGO EM PERIÓDICO
SANTOS, KAUAN MARTINS DOS	Sem Categoria	33003017095P7	2	ARTIGO EM PERIÓDICO
LOPES, THIAGO RIVABEN	Sem Categoria	33003017095P7	3	ARTIGO EM PERIÓDICO
SANTOS, FILIPE CONSTANTINO DOS	Sem Categoria	33003017095P7	4	ARTIGO EM PERIÓDICO
SILVA, JORGE VICENTE LOPES DA	Sem Categoria	33003017095P7	5	ARTIGO EM PERIÓDICO
ANA LUCIA NOGUEIRA DE CAMARGO HARRIS	Docente	33003017095P7	6	ARTIGO EM PERIÓDICO
ANA MARIA TAGLIARI FLORIO	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
ANA MARIA TAGLIARI FLORIO	Docente	33003017095P7	1	ARTIGO EM PERIÓDICO
EUNICE HELENA SGUIZZARDI ABASCAL	Sem Categoria	33003017095P7	2	ARTIGO EM PERIÓDICO
ROGERIO CATTELAN ANTOCHEVES DE LIMA	Docente	42002010161P2	1	ARTIGO EM PERIÓDICO
ALESSANDRO ALVES	Participante Externo	42002010161P2	2	ARTIGO EM PERIÓDICO
GIHAD MOHAMAD	Docente	42002010161P2	3	ARTIGO EM PERIÓDICO
LARISSA DEGLIUOMINI KIRCHHOF	Participante Externo	42002010161P2	4	ARTIGO EM PERIÓDICO
ALMIR BARROS DA SILVA SANTOS NETO	Participante Externo	42002010161P2	5	ARTIGO EM PERIÓDICO
GIANE DE CAMPOS GRIGOLETTI	Docente	42002010161P2	1	ARTIGO EM PERIÓDICO
PRISCILA GIORGI	Sem Categoria	42002010161P2	2	ARTIGO EM PERIÓDICO
ROGERIO CATTELAN ANTOCHEVES DE LIMA	Docente	42002010161P2	3	ARTIGO EM PERIÓDICO
LUCIANI SOMENSI LORENZI	Sem Categoria	42002010161P2	4	ARTIGO EM PERIÓDICO
ROGERIO CATTELAN ANTOCHEVES DE LIMA	Docente	42002010161P2	1	ARTIGO EM PERIÓDICO
JOAQUIM CESAR PIZZUTTI DOS SANTOS	Participante Externo	42002010161P2	2	ARTIGO EM PERIÓDICO
MAURO FERNANDES	Sem Categoria	42002010161P2	3	ARTIGO EM PERIÓDICO
MATHEUS SONEGO TEMP	Sem Categoria	42002010161P2	4	ARTIGO EM PERIÓDICO
MINEIA JOHANN SCHERER	Docente	42002010161P2	1	ARTIGO EM PERIÓDICO
FABIO SEVERO DA ROSA	Participante Externo	42002010161P2	2	ARTIGO EM PERIÓDICO
MINEIA JOHANN SCHERER	Docente	42002010161P2	1	ARTIGO EM PERIÓDICO
ALVES, THALES SEVERO	Sem Categoria	42002010161P2	2	ARTIGO EM PERIÓDICO
REDIN, JANAÍNA	Sem Categoria	42002010161P2	3	ARTIGO EM PERIÓDICO
ANDREA VALLI NUMMER	Docente	42002010161P2	1	ARTIGO EM PERIÓDICO
RINALDO JOSE BARBOSA PINHEIRO	Participante Externo	42002010161P2	2	ARTIGO EM PERIÓDICO
BARONI, M.	Sem Categoria	42002010161P2	3	ARTIGO EM PERIÓDICO
SCHNEIDER, I.T.	Sem Categoria	42002010161P2	4	ARTIGO EM PERIÓDICO
ROGERIO CATTELAN ANTOCHEVES DE LIMA	Docente	42002010161P2	1	ARTIGO EM PERIÓDICO
THIAGO BRAZEIRO CARLOS	Sem Categoria	42002010161P2	2	ARTIGO EM PERIÓDICO
JOÃO PAULO CORREIA RODRIGUES	Sem Categoria	42002010161P2	3	ARTIGO EM PERIÓDICO
DHIONIS DHIMA	Sem Categoria	42002010161P2	4	ARTIGO EM PERIÓDICO
LUIS GUILHERME AITA PIPPI	Docente	42002010161P2	1	ARTIGO EM PERIÓDICO
RENATA MICHELON COCCO	Discente - Mestrado	42002010161P2	2	ARTIGO EM PERIÓDICO
Letícia de Castro Gabriel	Sem Categoria	42002010161P2	3	ARTIGO EM PERIÓDICO
Ana Paula Nogueira	Sem Categoria	42002010161P2	4	ARTIGO EM PERIÓDICO
Letícia de Fátima Durlo Coutinho	Sem Categoria	42002010161P2	5	ARTIGO EM PERIÓDICO
GIANE DE CAMPOS GRIGOLETTI	Docente	42002010161P2	1	ARTIGO EM PERIÓDICO
Gerusa Lazarotto	Sem Categoria	42002010161P2	2	ARTIGO EM PERIÓDICO
Cássio Arthur Wollmann	Sem Categoria	42002010161P2	3	ARTIGO EM PERIÓDICO
CARYL EDUARDO JOVANOVICH LOPES	Docente	42002010161P2	1	ARTIGO EM PERIÓDICO
TARCÍSIO DORN DE OLIVEIRA	Sem Categoria	42002010161P2	2	ARTIGO EM PERIÓDICO
GIHAD MOHAMAD	Docente	42002010161P2	1	ARTIGO EM PERIÓDICO
FERNANDO SOARES DA FONSECA	Sem Categoria	42002010161P2	2	ARTIGO EM PERIÓDICO
VERMELTFOORT, A. T.	Sem Categoria	42002010161P2	3	ARTIGO EM PERIÓDICO
ANDRÉ LÜBECK	Sem Categoria	42002010161P2	4	ARTIGO EM PERIÓDICO
RICARDO DE SOUZA ROCHA	Docente	42002010161P2	1	ARTIGO EM PERIÓDICO
NIVALDO VIEIRA DE ANDRADE JUNIOR	Docente	28001010077P5	1	ARTIGO EM PERIÓDICO
ANA CAROLINA DE SOUZA BIERRENBACH	Participante Externo	28001010077P5	2	ARTIGO EM PERIÓDICO
GIACOMO PIRAZZOLI	Participante Externo	28001010077P5	3	ARTIGO EM PERIÓDICO
RODRIGO ESPINHA BAETA	Docente	28001010077P5	1	ARTIGO EM PERIÓDICO
NIVALDO VIEIRA DE ANDRADE JUNIOR	Docente	28001010077P5	1	ARTIGO EM PERIÓDICO
FEDERICO CALABRESE	Docente	28001010077P5	1	ARTIGO EM PERIÓDICO
ANA CAROLINA DE SOUZA BIERRENBACH	Participante Externo	28001010077P5	2	ARTIGO EM PERIÓDICO
NIVALDO VIEIRA DE ANDRADE JUNIOR	Docente	28001010077P5	1	ARTIGO EM PERIÓDICO
GIACOMO PIRAZZOLI	Participante Externo	28001010077P5	2	ARTIGO EM PERIÓDICO
ANA CAROLINA DE SOUZA BIERRENBACH	Participante Externo	28001010077P5	3	ARTIGO EM PERIÓDICO
FEDERICO CALABRESE	Docente	28001010077P5	1	ARTIGO EM PERIÓDICO
ANA CAROLINA DE SOUZA BIERRENBACH	Participante Externo	28001010077P5	2	ARTIGO EM PERIÓDICO
ROSANA MUNOZ	Docente	28001010077P5	1	ARTIGO EM PERIÓDICO
LOURENÇO, PAULO B.	Sem Categoria	28001010077P5	2	ARTIGO EM PERIÓDICO
MOREIRA, SUSANA	Sem Categoria	28001010077P5	3	ARTIGO EM PERIÓDICO
NIVALDO VIEIRA DE ANDRADE JUNIOR	Docente	28001010077P5	1	ARTIGO EM PERIÓDICO
GIACOMO PIRAZZOLI	Participante Externo	28001010077P5	2	ARTIGO EM PERIÓDICO
ANA CAROLINA DE SOUZA BIERRENBACH	Participante Externo	28001010077P5	3	ARTIGO EM PERIÓDICO
MARCIO CORREIA CAMPOS	Docente	28001010077P5	1	ARTIGO EM PERIÓDICO
NIVALDO VIEIRA DE ANDRADE JUNIOR	Docente	28001010077P5	1	ARTIGO EM PERIÓDICO
MARCIA GENESIA DE SANT ANNA	Docente	28001010077P5	1	ARTIGO EM PERIÓDICO
MÁRIO MENDONCA DE OLIVEIRA	Docente	28001010077P5	1	ARTIGO EM PERIÓDICO
RODRIGO ESPINHA BAETA	Docente	28001010077P5	1	ARTIGO EM PERIÓDICO
JULIANA CARDOSO NERY	Docente	28001010077P5	2	ARTIGO EM PERIÓDICO
DIEGO PAIM SILVEIRA	Discente - Mestrado Profissional	22002014011P0	1	ARTIGO EM PERIÓDICO
NEWTON CELIO BECKER DE MOURA	Docente	22002014011P0	2	ARTIGO EM PERIÓDICO
RAFAELA PONTE LISBOA	Docente	22002014011P0	3	ARTIGO EM PERIÓDICO
ERNESON ALVES DE OLIVEIRA	Docente	22002014011P0	1	ARTIGO EM PERIÓDICO
ANDRE GADELHA DE OLIVEIRA	Docente	22002014011P0	1	ARTIGO EM PERIÓDICO
ANDRE SOARES LOPES	Docente	22002014011P0	1	ARTIGO EM PERIÓDICO
ANDRE SOARES LOPES	Docente	22002014011P0	1	ARTIGO EM PERIÓDICO
CLARISSA RIBEIRO PEREIRA DE ALMEIDA	Docente	22002014011P0	1	ARTIGO EM PERIÓDICO
ANDRE GADELHA DE OLIVEIRA	Docente	22002014011P0	1	ARTIGO EM PERIÓDICO
RICARDO LEANDRO SANTOS ARAUJO	Discente - Mestrado Profissional	22002014011P0	2	ARTIGO EM PERIÓDICO
NELSON KUWAHARA	Docente	12001015172P0	1	ARTIGO EM PERIÓDICO
NELSON KUWAHARA	Docente	12001015172P0	1	ARTIGO EM PERIÓDICO
NELSON KUWAHARA	Docente	12001015172P0	1	ARTIGO EM PERIÓDICO
MAYANA FERNANDES VERAS	Discente - Mestrado Profissional	12001015172P0	1	ARTIGO EM PERIÓDICO
CLAUDETE BARBOSA DA SILVA	Docente	12001015172P0	2	ARTIGO EM PERIÓDICO
KARLA MAZARELO MACIEL PACHECO	Docente	12001015172P0	3	ARTIGO EM PERIÓDICO
DENISE LINO DE ARAUJO	Docente	24009016031P1	1	ARTIGO EM PERIÓDICO
FERNANDO SCHRAMM	Docente	24009016031P1	1	ARTIGO EM PERIÓDICO
PABLO MARCEL DE ARRUDA TORRES	Docente	24009016031P1	1	ARTIGO EM PERIÓDICO
IZABEL FARIAS BATISTA LEITE	Discente - Mestrado	24009016031P1	1	ARTIGO EM PERIÓDICO
HEITOR DE ANDRADE SILVA	Docente	24009016031P1	2	ARTIGO EM PERIÓDICO
WELLINGTON GOMES DE MEDEIROS	Docente	24009016031P1	1	ARTIGO EM PERIÓDICO
FERNANDO DE OLIVEIRA LINHARES	Discente - Mestrado	24009016031P1	2	ARTIGO EM PERIÓDICO
WELLINGTON GOMES DE MEDEIROS	Docente	24009016031P1	1	ARTIGO EM PERIÓDICO
JOSE EUSTAQUIO RANGEL DE QUEIROZ	Docente	24009016031P1	2	ARTIGO EM PERIÓDICO
DANIEL DE SOUSA ANDRADE	Discente - Mestrado	24009016031P1	3	ARTIGO EM PERIÓDICO
FRANCISCO KEGENALDO ALVES DE SOUSA	Docente	24009016031P1	1	ARTIGO EM PERIÓDICO
WELLINGTON GOMES DE MEDEIROS	Docente	24009016031P1	1	ARTIGO EM PERIÓDICO
HEITOR DE ANDRADE SILVA	Docente	24009016031P1	1	ARTIGO EM PERIÓDICO
WELLINGTON GOMES DE MEDEIROS	Docente	24009016031P1	1	ARTIGO EM PERIÓDICO
HEITOR DE ANDRADE SILVA	Docente	24009016031P1	2	ARTIGO EM PERIÓDICO
WELLINGTON GOMES DE MEDEIROS	Docente	24009016031P1	3	ARTIGO EM PERIÓDICO
HEITOR DE ANDRADE SILVA	Docente	24009016031P1	1	ARTIGO EM PERIÓDICO
FRANCISCO KEGENALDO ALVES DE SOUSA	Docente	24009016031P1	1	ARTIGO EM PERIÓDICO
FRANCISCO KEGENALDO ALVES DE SOUSA	Docente	24009016031P1	1	ARTIGO EM PERIÓDICO
THESKA LAILA DE FREITAS SOARES	Discente - Doutorado	25001019057P2	1	ARTIGO EM PERIÓDICO
AMILTON JOSE VIEIRA DE ARRUDA	Docente	25001019057P2	2	ARTIGO EM PERIÓDICO
LUIZ AUGUSTO DUTRA SOUZA DO MONTE	Discente - Doutorado	25001019057P2	1	ARTIGO EM PERIÓDICO
GENTIL ALFREDO MAGALHAES DUQUE PORTO FILHO	Docente	25001019057P2	2	ARTIGO EM PERIÓDICO
GENTIL ALFREDO MAGALHAES DUQUE PORTO FILHO	Docente	25001019057P2	1	ARTIGO EM PERIÓDICO
TOMI ZLATAR	Sem Categoria	25001019057P2	1	ARTIGO EM PERIÓDICO
FELIPE MENDES DA CRUZ	Sem Categoria	25001019057P2	2	ARTIGO EM PERIÓDICO
BIANCA MARIA VASCONCELOS VALERIO	Participante Externo	25001019057P2	3	ARTIGO EM PERIÓDICO
ANA ROSA BEZERRA MARTINS	Sem Categoria	25001019057P2	4	ARTIGO EM PERIÓDICO
ELIANE MARIA GORGA LAGO	Sem Categoria	25001019057P2	5	ARTIGO EM PERIÓDICO
LAURA BEZERRA MARTINS	Docente	25001019057P2	6	ARTIGO EM PERIÓDICO
JOÃO SANTOS BAPTISTA	Sem Categoria	25001019057P2	7	ARTIGO EM PERIÓDICO
BEDA BARKOKEBAS JUNIOR	Participante Externo	25001019057P2	8	ARTIGO EM PERIÓDICO
VIRGINIA PEREIRA CAVALCANTI	Docente	25001019057P2	1	ARTIGO EM PERIÓDICO
ROSIANE PEREIRA ALVES	Participante Externo	25001019057P2	1	ARTIGO EM PERIÓDICO
LAURA BEZERRA MARTINS	Docente	25001019057P2	2	ARTIGO EM PERIÓDICO
