Nome	Categoria	Programa	Posicao	Tipo
ADRIANE FERNANDA SILVA	Discente - Bacharelado	40004015037P3	2	TRABALHO EM ANAIS
MILENA KANASHIRO	Docente	40004015037P3	3	TRABALHO EM ANAIS
ADRIANE FERNANDA SILVA	Discente - Bacharelado	40004015037P3	1	TRABALHO EM ANAIS
GEANE TALIA DE ALMEIDA LOPES	Discente - Mestrado	40004015037P3	2	TRABALHO EM ANAIS
MILENA KANASHIRO	Docente	40004015037P3	3	TRABALHO EM ANAIS
DIANA SOFIA DIAZ LALOVA	Discente - Bacharelado	40004015037P3	1	TRABALHO EM ANAIS
SIDNEI JUNIOR GUADANHIM	Docente	40004015037P3	2	TRABALHO EM ANAIS
TATIANE BOISA GARCIA	Discente - Mestrado	40004015037P3	1	TRABALHO EM ANAIS
FABIOLA CASTELO DE SOUZA CORDOVIL	Docente	40004015037P3	2	TRABALHO EM ANAIS
LUCAS MELCHIORI PEREIRA	Participante Externo	40004015037P3	1	TRABALHO EM ANAIS
ERCILIA HITOMI HIROTA	Docente	40004015037P3	2	TRABALHO EM ANAIS
MARCIO MINTO FABRICIO	Participante Externo	40004015037P3	3	TRABALHO EM ANAIS
CESAR BALLAROTTI	Participante Externo	40004015037P3	1	TRABALHO EM ANAIS
PAULO SERGIO BARDELLA	Participante Externo	40004015037P3	2	TRABALHO EM ANAIS
MIGUEL LUIZ CONTANI	Participante Externo	40004015037P3	3	TRABALHO EM ANAIS
SIDNEI JUNIOR GUADANHIM	Docente	40004015037P3	4	TRABALHO EM ANAIS
MAURICIO GRADE BALLAROTTI	Participante Externo	40004015037P3	5	TRABALHO EM ANAIS
THAIS DA SILVA SANTOS	Discente - Mestrado	40004015037P3	1	TRABALHO EM ANAIS
ANDRE AUGUSTO DE ALMEIDA ALVES	Docente	40004015037P3	2	TRABALHO EM ANAIS
DANAE FERNANDES	Discente - Bacharelado	40004015037P3	1	TRABALHO EM ANAIS
MONICA CRISTINA NISHIKAWA MOTOMURA	Discente - Mestrado	40004015037P3	2	TRABALHO EM ANAIS
ELISA ROBERTA ZANON	Participante Externo	40004015037P3	3	TRABALHO EM ANAIS
MILENA KANASHIRO	Docente	40004015037P3	4	TRABALHO EM ANAIS
LUIZ FELIPE GOMES DELLAROZA	Participante Externo	40004015037P3	5	TRABALHO EM ANAIS
ISABELLA CAROLINE JANUARIO	Discente - Mestrado	40004015037P3	1	TRABALHO EM ANAIS
RENATO LEAO REGO	Docente	40004015037P3	2	TRABALHO EM ANAIS
SUZANA SOUSA CHAGAS	Discente - Mestrado	40004015037P3	1	TRABALHO EM ANAIS
FABIOLA CASTELO DE SOUZA CORDOVIL	Docente	40004015037P3	2	TRABALHO EM ANAIS
GEOVANA GEA NOGUEIRA	Discente - Mestrado	40004015037P3	1	TRABALHO EM ANAIS
ANDRE AUGUSTO DE ALMEIDA ALVES	Docente	40004015037P3	2	TRABALHO EM ANAIS
KARIN SCHWABE MENEGUETTI	Docente	40004015037P3	1	TRABALHO EM ANAIS
GISLAINE ELIZETE BELOTO	Docente	40004015037P3	2	TRABALHO EM ANAIS
RENATO LEAO REGO	Docente	40004015037P3	3	TRABALHO EM ANAIS
LUCAS MELCHIORI PEREIRA	Participante Externo	40004015037P3	1	TRABALHO EM ANAIS
ERCILIA HITOMI HIROTA	Docente	40004015037P3	2	TRABALHO EM ANAIS
MARCIO MINTO FABRICIO	Participante Externo	40004015037P3	3	TRABALHO EM ANAIS
MARCIO PRESENTE DE SOUZA	Discente - Mestrado	40004015037P3	1	TRABALHO EM ANAIS
GABRIELLE PRADO JORGE	Discente - Mestrado	40004015037P3	2	TRABALHO EM ANAIS
MARIANA CASTRO FURLAN	Discente - Mestrado	40004015037P3	3	TRABALHO EM ANAIS
SIDNEI JUNIOR GUADANHIM	Docente	40004015037P3	4	TRABALHO EM ANAIS
CESAR IMAI	Docente	40004015037P3	5	TRABALHO EM ANAIS
KARIN SCHWABE MENEGUETTI	Docente	40004015037P3	1	TRABALHO EM ANAIS
RENATO LEAO REGO	Docente	40004015037P3	2	TRABALHO EM ANAIS
GISLAINE ELIZETE BELOTO	Docente	40004015037P3	3	TRABALHO EM ANAIS
IZABELA BOMBO GONCALVES	Discente - Mestrado	40004015037P3	4	TRABALHO EM ANAIS
SAMARA SOARES BRAGA	Discente - Mestrado	40004015037P3	5	TRABALHO EM ANAIS
MAYARA HENRIQUES COIMBRA	Discente - Bacharelado	40004015037P3	6	TRABALHO EM ANAIS
LARISSA CASARIL DA FONTOURA	Discente - Bacharelado	40004015037P3	1	TRABALHO EM ANAIS
CAROLINE HIRATA BERTACHI	Discente - Mestrado	40004015037P3	2	TRABALHO EM ANAIS
MILENA KANASHIRO	Docente	40004015037P3	3	TRABALHO EM ANAIS
MONICA CRISTINA NISHIKAWA MOTOMURA	Discente - Mestrado	40004015037P3	1	TRABALHO EM ANAIS
DANAE FERNANDES	Discente - Bacharelado	40004015037P3	2	TRABALHO EM ANAIS
ELISA ROBERTA ZANON	Participante Externo	40004015037P3	3	TRABALHO EM ANAIS
MILENA KANASHIRO	Docente	40004015037P3	4	TRABALHO EM ANAIS
ROBERTA KRAHE EDELWEISS	Docente	42007011032P6	1	TRABALHO EM ANAIS
CLARISSA GONCALVES PEREIRA	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
CELSO CARNOS SCALETSKY	Docente	42007011032P6	2	TRABALHO EM ANAIS
RAFAEL FERREIRA HEISSLER	Discente - Mestrado Profissional	42007011032P6	1	TRABALHO EM ANAIS
JOSIANE RESCHKE PIRES	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
MARIA FERNANDA DE OLIVEIRA	Docente	42007011032P6	3	TRABALHO EM ANAIS
ANA LUCIA GOELZER MEIRA	Docente	42007011032P6	1	TRABALHO EM ANAIS
LEONARDO ALBERTO CORA SILVA	Discente - Mestrado Profissional	42007011032P6	2	TRABALHO EM ANAIS
ANA LUCIA GOELZER MEIRA	Docente	42007011032P6	1	TRABALHO EM ANAIS
LEONARDO ALBERTO CORA SILVA	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
BRUNA MACHADO COSTA	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
RAFAEL FERREIRA HEISSLER	Discente - Mestrado Profissional	42007011032P6	2	TRABALHO EM ANAIS
HENRIQUE SANTOS LABRES	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
MARCO AURELIO STUMPF GONZALEZ	Docente	42007011032P6	4	TRABALHO EM ANAIS
ELITAMAR MARTINS DA SILVA JUNIOR	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
FERNANDA PACHECO	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
LUCAS RAFAEL LERNER	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
RODRIGO PERICO DE SOUZA	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
ROBERTO LUIZ CURRA	Participante Externo	42007011032P6	5	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	6	TRABALHO EM ANAIS
RAFAEL FERREIRA HEISSLER	Discente - Mestrado Profissional	42007011032P6	1	TRABALHO EM ANAIS
HENRIQUE SANTOS LABRES	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
SERGIO FIDELIS FILHO	Discente - Bacharelado	42007011032P6	3	TRABALHO EM ANAIS
JOSIANE RESCHKE PIRES	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
MARIA FERNANDA DE OLIVEIRA	Docente	42007011032P6	5	TRABALHO EM ANAIS
BRUNA LILIANE BRENNER	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
MARCO AURELIO STUMPF GONZALEZ	Docente	42007011032P6	2	TRABALHO EM ANAIS
MATHEUS SBARDELOTTO BALDO	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
SOFIA BRUSIUS BRENNER	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
MARCO AURELIO STUMPF GONZALEZ	Docente	42007011032P6	2	TRABALHO EM ANAIS
VINICIUS DE KAYSER ORTOLAN	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
LETICIA WILHELMS FRANCISCO	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
ROBERTO CHRIST	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	4	TRABALHO EM ANAIS
MAURICIO MANCIO	Participante Externo	42007011032P6	5	TRABALHO EM ANAIS
HINOEL ZAMIS EHRENBRING	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
FERNANDA PACHECO	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
THAISE SEBBEN	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
ROBERTO CHRIST	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	5	TRABALHO EM ANAIS
BIANCA CARLIN CADORE	Discente - Bacharelado	42007011032P6	1	TRABALHO EM ANAIS
ANDRE LUIZ SIGNORI	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
CRISTYAN ZENATO RISSARDI	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
RODRIGO PERICO DE SOUZA	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
FERNANDA PACHECO	Participante Externo	42007011032P6	5	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	6	TRABALHO EM ANAIS
FABRICIO LONGHI BOLINA	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
AUGUSTO MASIERO GIL	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
BRUNO FERNANDES	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
MATHEUS GABRIEL DILLY	Discente - Bacharelado	42007011032P6	4	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	5	TRABALHO EM ANAIS
GUILHERME GUNTHER HENNEMANN	Participante Externo	42007011032P6	6	TRABALHO EM ANAIS
MATHEUS GABRIEL DILLY	Discente - Bacharelado	42007011032P6	1	TRABALHO EM ANAIS
GUSTAVO LUIS PRAGER	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
AUGUSTO MASIERO GIL	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
FABRICIO LONGHI BOLINA	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	5	TRABALHO EM ANAIS
BARBARA KLOSS TEIXEIRA	Discente - Mestrado Profissional	42007011032P6	1	TRABALHO EM ANAIS
BRUNA RIGHI DOTTO	Discente - Mestrado Profissional	42007011032P6	2	TRABALHO EM ANAIS
RICARDO MORAES FERRARO	Discente - Mestrado Profissional	42007011032P6	3	TRABALHO EM ANAIS
ROSEMERI CARINE GREEF	Discente - Mestrado Profissional	42007011032P6	4	TRABALHO EM ANAIS
GUILHERME GUNTHER HENNEMANN	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
HENRIQUE D AVILA EUGENIO	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
MATHEUS KUMMEL CARRER	Discente - Bacharelado	42007011032P6	3	TRABALHO EM ANAIS
FABRICIO LONGHI BOLINA	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	5	TRABALHO EM ANAIS
GUILHERME GUNTHER HENNEMANN	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
AUGUSTO MASIERO GIL	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
FABRICIO LONGHI BOLINA	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
EDUARDO ESTEVAM CAMARGO RODRIGUES	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	5	TRABALHO EM ANAIS
GEORGE CAJATY BARBOSA BRAGA	Participante Externo	42007011032P6	6	TRABALHO EM ANAIS
MATHEUS KUMMEL CARRER	Discente - Bacharelado	42007011032P6	1	TRABALHO EM ANAIS
GUILHERME GUNTHER HENNEMANN	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
AUGUSTO MASIERO GIL	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
FABRICIO LONGHI BOLINA	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	5	TRABALHO EM ANAIS
AUGUSTO MASIERO GIL	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
GUILHERME GUNTHER HENNEMANN	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
MATHEUS GABRIEL DILLY	Discente - Bacharelado	42007011032P6	3	TRABALHO EM ANAIS
FABRICIO LONGHI BOLINA	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	5	TRABALHO EM ANAIS
AUGUSTO MASIERO GIL	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
MATHEUS GABRIEL DILLY	Discente - Bacharelado	42007011032P6	2	TRABALHO EM ANAIS
JOSIANE RESCHKE PIRES	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
MARCO AURELIO STUMPF GONZALEZ	Docente	42007011032P6	4	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	5	TRABALHO EM ANAIS
GUSTAVO LUIS PRAGER	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
MATHEUS GABRIEL DILLY	Discente - Bacharelado	42007011032P6	2	TRABALHO EM ANAIS
AUGUSTO MASIERO GIL	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
FABRICIO LONGHI BOLINA	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	5	TRABALHO EM ANAIS
MONICA MULLER ANSCHAU	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
FABIANE BORDIN	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
LUIS FERNANDO DA COSTA MEDINA	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
MAURICIO ROBERTO VERONEZ	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	5	TRABALHO EM ANAIS
LUIZA RECH BRANCHER	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
ALINE ZINI	Sem Categoria	42007011032P6	2	TRABALHO EM ANAIS
GABRIEL A. B. R. DA SILVA	Sem Categoria	42007011032P6	3	TRABALHO EM ANAIS
MARIA FERNANDA DE OLIVEIRA	Docente	42007011032P6	4	TRABALHO EM ANAIS
DANIEL TREGNAGO PAGNUSSAT	Participante Externo	42007011032P6	5	TRABALHO EM ANAIS
ANA MARIA COULON GRISA	Participante Externo	42007011032P6	6	TRABALHO EM ANAIS
MARA ZENI ANDRADE	Participante Externo	42007011032P6	7	TRABALHO EM ANAIS
FABIANO SILVA SOARES	Discente - Mestrado Profissional	42007011032P6	1	TRABALHO EM ANAIS
TATIANA TAIS VALESKA FURLICK DAMAZIO	Discente - Mestrado Profissional	42007011032P6	2	TRABALHO EM ANAIS
SERGIO FIDELIS FILHO	Discente - Bacharelado	42007011032P6	3	TRABALHO EM ANAIS
HENRIQUE SANTOS LABRES	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
MARIA FERNANDA DE OLIVEIRA	Docente	42007011032P6	5	TRABALHO EM ANAIS
JEFERSON SPIERING BOES	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
JEFERSON OST PATZLAFF	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
MARCO AURELIO STUMPF GONZALEZ	Docente	42007011032P6	3	TRABALHO EM ANAIS
CRISTINA BIAZUS DANIELESKI	Discente - Mestrado Profissional	42007011032P6	1	TRABALHO EM ANAIS
MARIA FERNANDA DE OLIVEIRA	Docente	42007011032P6	2	TRABALHO EM ANAIS
FABIANO SILVA SOARES	Discente - Mestrado Profissional	42007011032P6	1	TRABALHO EM ANAIS
ROBERTA KRAHE EDELWEISS	Docente	42007011032P6	2	TRABALHO EM ANAIS
BRUNA KOLLET	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
FERNANDA PACHECO	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
ROBERTO LUIZ CURRA	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	4	TRABALHO EM ANAIS
HENRIQUE SANTOS LABRES	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
SERGIO FIDELIS FILHO	Discente - Bacharelado	42007011032P6	2	TRABALHO EM ANAIS
MARIA FERNANDA DE OLIVEIRA	Docente	42007011032P6	3	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	4	TRABALHO EM ANAIS
TALITA DE ALBUQUERQUE BARRETO	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
MARCO AURELIO STUMPF GONZALEZ	Docente	42007011032P6	2	TRABALHO EM ANAIS
LEANDRO BITTENCOURT AVILA	Discente - Mestrado Profissional	42007011032P6	1	TRABALHO EM ANAIS
FABIANE BORDIN	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
MONICA MULLER ANSCHAU	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
LEONARDO SCALCO	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
PAOLA GORKOS	Participante Externo	42007011032P6	5	TRABALHO EM ANAIS
VINICIUS MULLER DE MELLO	Participante Externo	42007011032P6	6	TRABALHO EM ANAIS
MATHEUS KUMMEL CARRER	Discente - Bacharelado	42007011032P6	1	TRABALHO EM ANAIS
GUILHERME GUNTHER HENNEMANN	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
AUGUSTO MASIERO GIL	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	4	TRABALHO EM ANAIS
IZABELE COLUSSO	Docente	42007011032P6	1	TRABALHO EM ANAIS
ROMULO CELSO KRAFTA	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
PAULA MESQUITA ZAMPIVA	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
DANIEL REIS MEDEIROS	Docente	42007011032P6	2	TRABALHO EM ANAIS
Érica Dall'Asta	Sem Categoria	42007011032P6	3	TRABALHO EM ANAIS
MARCIO DE CAMPOS PEREIRA	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
SERGIO FIDELIS FILHO	Discente - Bacharelado	42007011032P6	2	TRABALHO EM ANAIS
HENRIQUE SANTOS LABRES	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
MARIA FERNANDA DE OLIVEIRA	Docente	42007011032P6	4	TRABALHO EM ANAIS
ANA LUCIA GOELZER MEIRA	Docente	42007011032P6	1	TRABALHO EM ANAIS
SIMONE RASSMUSSEN NEUTZLING	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
ANA LUCIA GOELZER MEIRA	Docente	42007011032P6	1	TRABALHO EM ANAIS
SIMONE RASSMUSSEN NEUTZLING	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
MATHEUS GABRIEL DILLY	Discente - Bacharelado	42007011032P6	1	TRABALHO EM ANAIS
GUSTAVO LUIS PRAGER	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
AUGUSTO MASIERO GIL	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
FABRICIO LONGHI BOLINA	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
EDUARDO ESTEVAM CAMARGO RODRIGUES	Participante Externo	42007011032P6	5	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	6	TRABALHO EM ANAIS
ROBERTA KRAHE EDELWEISS	Docente	42007011032P6	1	TRABALHO EM ANAIS
MARCO AURELIO STUMPF GONZALEZ	Docente	42007011032P6	2	TRABALHO EM ANAIS
NICOLAS BERGMANN	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
ROBERTO CHRIST	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
FERNANDA PACHECO	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	4	TRABALHO EM ANAIS
ANA LUCIA GOELZER MEIRA	Docente	42007011032P6	1	TRABALHO EM ANAIS
CAROLINE ZENATO	Discente - Mestrado Profissional	42007011032P6	2	TRABALHO EM ANAIS
ANA LUCIA GOELZER MEIRA	Docente	42007011032P6	1	TRABALHO EM ANAIS
CAROLINE ZENATO	Discente - Mestrado Profissional	42007011032P6	2	TRABALHO EM ANAIS
SERGIO FIDELIS FILHO	Discente - Bacharelado	42007011032P6	1	TRABALHO EM ANAIS
HENRIQUE SANTOS LABRES	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
MARIA FERNANDA DE OLIVEIRA	Docente	42007011032P6	3	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	4	TRABALHO EM ANAIS
PEDRO HENRIQUE LEUCK	Participante Externo	42007011032P6	1	TRABALHO EM ANAIS
CAMILA FERNANDES NATUS DE SOUZA	Participante Externo	42007011032P6	2	TRABALHO EM ANAIS
JORDAN KASPARY	Participante Externo	42007011032P6	3	TRABALHO EM ANAIS
CRISTYAN ZENATO RISSARDI	Participante Externo	42007011032P6	4	TRABALHO EM ANAIS
FERNANDA PACHECO	Participante Externo	42007011032P6	5	TRABALHO EM ANAIS
BERNARDO FONSECA TUTIKIAN	Docente	42007011032P6	6	TRABALHO EM ANAIS
ROBERTA KRAHE EDELWEISS	Docente	42043018004P4	1	TRABALHO EM ANAIS
ANNA PAULA MOURA CANEZ	Docente	42043018004P4	1	TRABALHO EM ANAIS
GIULIE ANNA BALDISSERA LEITTE TEIXEIRA	Participante Externo	42043018004P4	2	TRABALHO EM ANAIS
ROBERTA KRAHE EDELWEISS	Docente	42043018004P4	1	TRABALHO EM ANAIS
SERGIO MOACIR MARQUES	Docente	42043018004P4	1	TRABALHO EM ANAIS
JANERSON FIGUEIRA COELHO	Discente - Mestrado	42043018004P4	2	TRABALHO EM ANAIS
VANESSA GUERINI SCOPEL	Discente - Mestrado	42043018004P4	1	TRABALHO EM ANAIS
ANNA PAULA MOURA CANEZ	Docente	42043018004P4	1	TRABALHO EM ANAIS
JULIO CESAR DOS SANTOS NARDINO	Discente - Mestrado	42043018004P4	2	TRABALHO EM ANAIS
ANA MARIA TAGLIARI FLORIO	Participante Externo	42043018004P4	1	TRABALHO EM ANAIS
WILSON FLORIO	Docente	42043018004P4	2	TRABALHO EM ANAIS
LALINE ELISANGELA CENCI	Docente	42043018004P4	1	TRABALHO EM ANAIS
ANNA PAULA MOURA CANEZ	Docente	42043018004P4	1	TRABALHO EM ANAIS
DEBORA SALDANHA DE AVILA	Participante Externo	42043018004P4	2	TRABALHO EM ANAIS
VANESSA GUERINI SCOPEL	Discente - Mestrado	42043018004P4	1	TRABALHO EM ANAIS
Daiana Fauro de Oliveira	Sem Categoria	42043018004P4	2	TRABALHO EM ANAIS
JOSE GERALDO SIMOES JUNIOR	Docente	42043018004P4	1	TRABALHO EM ANAIS
JULIA MIRANDA ALOISE	Participante Externo	42043018004P4	1	TRABALHO EM ANAIS
JOSE GERALDO SIMOES JUNIOR	Docente	42043018004P4	2	TRABALHO EM ANAIS
ROBERTA KRAHE EDELWEISS	Docente	42043018004P4	1	TRABALHO EM ANAIS
MARCO AURELIO STUMPF GONZALEZ	Participante Externo	42043018004P4	2	TRABALHO EM ANAIS
WILSON FLORIO	Docente	42043018004P4	1	TRABALHO EM ANAIS
ANA MARIA TAGLIARI FLORIO	Participante Externo	42043018004P4	2	TRABALHO EM ANAIS
ROBERTO RIGHI	Docente	42043018004P4	1	TRABALHO EM ANAIS
ROBERTA BETANIA FERREIRA SQUAIELLA	Participante Externo	42043018004P4	2	TRABALHO EM ANAIS
WILSON FLORIO	Docente	42043018004P4	1	TRABALHO EM ANAIS
ANA MARIA TAGLIARI FLORIO	Participante Externo	42043018004P4	2	TRABALHO EM ANAIS
BRENO TISI MENDES DA VEIGA	Participante Externo	42043018004P4	3	TRABALHO EM ANAIS
JOSE GERALDO SIMOES JUNIOR	Docente	42043018004P4	1	TRABALHO EM ANAIS
CLAUDIA TEIXEIRA MARINHO	Docente	22001018084P1	1	TRABALHO EM ANAIS
JOSE CLEWTON DO NASCIMENTO	Docente	22001018084P1	1	TRABALHO EM ANAIS
VITOR DOMICIO DE MENESES	Discente - Mestrado	22001018084P1	1	TRABALHO EM ANAIS
DANIEL RIBEIRO CARDOSO	Docente	22001018084P1	2	TRABALHO EM ANAIS
ZILSA MARIA PINTO SANTIAGO	Docente	22001018084P1	1	TRABALHO EM ANAIS
RAQUEL PESSOA MORANO	Discente - Mestrado	22001018084P1	2	TRABALHO EM ANAIS
ZILSA MARIA PINTO SANTIAGO	Docente	22001018084P1	1	TRABALHO EM ANAIS
KAROLYNNE BARROZO DE PAULA	Discente - Bacharelado	22001018084P1	2	TRABALHO EM ANAIS
HELAINE LIMA CAMARA	Discente - Bacharelado	22001018084P1	3	TRABALHO EM ANAIS
JOSE ALMIR FARIAS FILHO	Docente	22001018084P1	1	ARTIGO EM PERIÓDICO
DANIEL MARQUES ARRUDA	Discente - Mestrado	22001018084P1	2	ARTIGO EM PERIÓDICO
ANASTACIO BRAGA NOGUEIRA	Discente - Mestrado	22001018084P1	1	TRABALHO EM ANAIS
RICARDO ALEXANDRE PAIVA	Docente	22001018084P1	2	TRABALHO EM ANAIS
CLOVIS RAMIRO JUCA NETO	Docente	22001018084P1	1	TRABALHO EM ANAIS
HERBERT DE VASCONCELOS ROCHA	Discente - Mestrado	22001018084P1	2	TRABALHO EM ANAIS
DANIEL RIBEIRO CARDOSO	Docente	22001018084P1	1	TRABALHO EM ANAIS
CLARISSA FIGUEIREDO SAMPAIO FREITAS	Docente	22001018084P1	1	TRABALHO EM ANAIS
JOSE ALMIR FARIAS FILHO	Docente	22001018084P1	1	TRABALHO EM ANAIS
DANIEL MARQUES ARRUDA	Discente - Mestrado	22001018084P1	2	TRABALHO EM ANAIS
RICARDO ALEXANDRE PAIVA	Docente	22001018084P1	1	TRABALHO EM ANAIS
ERICA ATEM GONCALVES DE ARAUJO COSTA	Participante Externo	22001018084P1	2	TRABALHO EM ANAIS
DEBORAH CHRISTINA ANTUNES	Participante Externo	22001018084P1	3	TRABALHO EM ANAIS
RICARDO ALEXANDRE PAIVA	Docente	22001018084P1	1	TRABALHO EM ANAIS
BEATRIZ HELENA NOGUEIRA DIOGENES	Docente	22001018084P1	2	TRABALHO EM ANAIS
BEATRIZ HELENA NOGUEIRA DIOGENES	Docente	22001018084P1	1	TRABALHO EM ANAIS
RICARDO ALEXANDRE PAIVA	Docente	22001018084P1	2	TRABALHO EM ANAIS
DANIEL RIBEIRO CARDOSO	Docente	22001018084P1	1	TRABALHO EM ANAIS
CLARISSA FIGUEIREDO SAMPAIO FREITAS	Docente	22001018084P1	1	TRABALHO EM ANAIS
LINDA MARIA DE PONTES GONDIM	Docente	22001018084P1	1	TRABALHO EM ANAIS
ALINE MARIA MATOS ROCHA	Participante Externo	22001018084P1	2	TRABALHO EM ANAIS
MATHEUS HENRIQUE DO VALE ALENCAR	Discente - Bacharelado	22001018084P1	1	TRABALHO EM ANAIS
GIOVANNA DUARTE ALMEIDA	Sem Categoria	22001018084P1	2	TRABALHO EM ANAIS
DANIEL RIBEIRO CARDOSO	Docente	22001018084P1	3	TRABALHO EM ANAIS
